variant,threshold,bridge_probability,graph_threshold,calibration_slope,calibration_intercept_mm,val_calibrated_mean_signed_error_pct,val_calibrated_mean_abs_error_pct,val_calibrated_median_abs_error_pct,val_calibrated_mean_abs_error_mm
edgeconv_hybrid_bridge_post_split,0.9999,0.5,0.85,0.26222270110197365,173.76395915441023,0.4465135307474089,5.5805258096212915,4.711314395485225,14.688645607628265
edgeconv_hybrid_bridge_absorb,0.9999,0.5,0.85,0.2280977724274108,185.22745061544026,0.5093539046903965,5.586674492102428,4.805572428574525,14.862358904453838
edgeconv_hybrid_bridge_absorb_post_split,0.9999,0.5,0.85,0.30711447336265996,162.686758309155,0.4927380221217671,5.614620729787378,4.978177440683789,14.94582203587375
edgeconv_hybrid_bridge,0.9999,0.5,0.85,0.19065067711122893,196.04454260636646,0.5325561028877599,5.958790338739853,5.565781310508406,15.791966340456678
